Serial no.,Movie Name,Director 1,Director 2,Director 3,Director 4,Director 5,Director 6,Duration,Year of Release,Ratings,Metascore
1259, Hercules , Brett Ratner ,N/A,N/A,N/A,N/A,N/A,98 min,(I) (2014),6,47
1260, Immortals , Tarsem Singh ,N/A,N/A,N/A,N/A,N/A,110 min,-2011,6,46
1261, S, Clark Johnson ,N/A,N/A,N/A,N/A,N/A,117 min,-2003,6,45
1262, Sahara , Breck Eisner ,N/A,N/A,N/A,N/A,N/A,124 min,-2005,6,41
1263, Cowboys & Aliens , Jon Favreau ,N/A,N/A,N/A,N/A,N/A,119 min,-2011,6,50
1264, The Time Machine , Simon Wells ,N/A,N/A,N/A,N/A,N/A,96 min,-2002,6,42
1265, Exodus: Gods and Kings , Ridley Scott ,N/A,N/A,N/A,N/A,N/A,150 min,-2014,6,52
1266, Unhinged , Derrick Borte ,N/A,N/A,N/A,N/A,N/A,90 min,(I) (2020),6,40
1267, The Tourist , Florian Henckel von Donnersmarck ,N/A,N/A,N/A,N/A,N/A,103 min,(I) (2010),6,37
1268, Dante's Peak , Roger Donaldson ,N/A,N/A,N/A,N/A,N/A,108 min,-1997,6,43
1269, Project Power , Henry Joost, Ariel Schulman ,N/A,N/A,N/A,N/A,113 min,-2020,6,51
1270, The Purge: Election Year , James DeMonaco ,N/A,N/A,N/A,N/A,N/A,108 min,-2016,6,55
1271, Miami Vice , Michael Mann ,N/A,N/A,N/A,N/A,N/A,132 min,-2006,6,66
1272, Honest Thief , Mark Williams ,N/A,N/A,N/A,N/A,N/A,99 min,-2020,6,46
1273, Transporter 3 , Olivier Megaton ,N/A,N/A,N/A,N/A,N/A,104 min,-2008,6,51
1274, Taken 3 , Olivier Megaton ,N/A,N/A,N/A,N/A,N/A,108 min,-2014,6,26
1275, The Spy Who Dumped Me , Susanna Fogel ,N/A,N/A,N/A,N/A,N/A,117 min,-2018,6,52
1276, Teenage Mutant Ninja Turtles II: The Secret of the Ooze , Michael Pressman ,N/A,N/A,N/A,N/A,N/A,88 min,-1991,6,45
1277, First Knight , Jerry Zucker ,N/A,N/A,N/A,N/A,N/A,134 min,-1995,6,57
1278, CHIPS , Dax Shepard ,N/A,N/A,N/A,N/A,N/A,100 min,-2017,6,28
1279, Carriers , David Pastor, Àlex Pastor ,N/A,N/A,N/A,N/A,84 min,-2009,6,N/A
1280, A Man Apart , F. Gary Gray ,N/A,N/A,N/A,N/A,N/A,109 min,-2003,6,36
1281, G, Ridley Scott ,N/A,N/A,N/A,N/A,N/A,125 min,-1997,6,62
1282, The Lego Ninjago Movie , Charlie Bean, Paul Fisher, Bob Logan ,N/A,N/A,N/A,101 min,-2017,6,55
1283, Beneath the Planet of the Apes , Ted Post ,N/A,N/A,N/A,N/A,N/A,95 min,-1970,6,46
1284, Jimmy Neutron: Boy Genius , John A. Davis ,N/A,N/A,N/A,N/A,N/A,82 min,-2001,6,65
1285, Captive State , Rupert Wyatt ,N/A,N/A,N/A,N/A,N/A,109 min,-2019,6,54
1286, The Net , Irwin Winkler ,N/A,N/A,N/A,N/A,N/A,114 min,(I) (1995),6,51
1287, Soldier , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,99 min,(I) (1998),6,N/A
1288, The Big Hit , Kirk Wong ,N/A,N/A,N/A,N/A,N/A,91 min,-1998,6,31
1289, Above the Law , Andrew Davis ,N/A,N/A,N/A,N/A,N/A,99 min,-1988,6,45
1290, Shaft , John Singleton ,N/A,N/A,N/A,N/A,N/A,99 min,-2000,6,50
1291, Valhalla Rising , Nicolas Winding Refn ,N/A,N/A,N/A,N/A,N/A,93 min,-2009,6,61
1292, Firestarter , Mark L. Lester ,N/A,N/A,N/A,N/A,N/A,114 min,-1984,6,50
1293, Lockout , James Mather, Steve Saint Leger ,N/A,N/A,N/A,N/A,95 min,-2012,6,48
1294, The Condemned , Scott Wiper ,N/A,N/A,N/A,N/A,N/A,113 min,-2007,6,23
1295, The Peacemaker , Mimi Leder ,N/A,N/A,N/A,N/A,N/A,124 min,-1997,6,43
1296, The Shadow , Russell Mulcahy ,N/A,N/A,N/A,N/A,N/A,108 min,-1994,6,50
1297, Erased , Philipp Stölzl ,N/A,N/A,N/A,N/A,N/A,100 min,-2012,6,34
1298, The Hunted , William Friedkin ,N/A,N/A,N/A,N/A,N/A,94 min,-2003,6,40
1299, Automata , Gabe Ibáñez ,N/A,N/A,N/A,N/A,N/A,109 min,(I) (2014),6,37
1300, Man of Tai Chi , Keanu Reeves ,N/A,N/A,N/A,N/A,N/A,105 min,-2013,6,52
1301, Wrongfully Accused , Pat Proft ,N/A,N/A,N/A,N/A,N/A,87 min,-1998,6,N/A
1302, Varisu , Vamshi Paidipally ,N/A,N/A,N/A,N/A,N/A,169 min,-2023,6,N/A
1303, Bird on a Wire , John Badham ,N/A,N/A,N/A,N/A,N/A,110 min,-1990,6,36
1304, K-9 , Rod Daniel ,N/A,N/A,N/A,N/A,N/A,101 min,-1989,6,44
1305, The Machine , Caradog W. James ,N/A,N/A,N/A,N/A,N/A,91 min,(I) (2013),6,52
1306, The Code , Mimi Leder ,N/A,N/A,N/A,N/A,N/A,104 min,(I) (2009),6,N/A
1307, The Tournament , Scott Mann ,N/A,N/A,N/A,N/A,N/A,95 min,-2009,6,N/A
1308, Kick , Sajid Nadiadwala ,N/A,N/A,N/A,N/A,N/A,146 min,-2014,6,N/A
1309, Transformers: Revenge of the Fallen , Michael Bay ,N/A,N/A,N/A,N/A,N/A,149 min,-2009,5.9,35
1310, 2 Fast 2 Furious , John Singleton ,N/A,N/A,N/A,N/A,N/A,107 min,-2003,5.9,38
1311, Suicide Squad , David Ayer ,N/A,N/A,N/A,N/A,N/A,123 min,-2016,5.9,40
1312, Conan the Destroyer , Richard Fleischer ,N/A,N/A,N/A,N/A,N/A,103 min,-1984,5.9,53
1313, Venom: Let There Be Carnage , Andy Serkis ,N/A,N/A,N/A,N/A,N/A,97 min,-2021,5.9,49
1314, The School for Good and Evil , Paul Feig ,N/A,N/A,N/A,N/A,N/A,147 min,-2022,5.9,30
1315, The Great Wall , Yimou Zhang ,N/A,N/A,N/A,N/A,N/A,103 min,(I) (2016),5.9,42
1316, Power Rangers , Dean Israelite ,N/A,N/A,N/A,N/A,N/A,124 min,-2017,5.9,44
1317, Vertical Limit , Martin Campbell ,N/A,N/A,N/A,N/A,N/A,124 min,-2000,5.9,48
1318, Underwater , William Eubank ,N/A,N/A,N/A,N/A,N/A,95 min,-2020,5.9,48
1319, Deep Blue Sea , Renny Harlin ,N/A,N/A,N/A,N/A,N/A,105 min,-1999,5.9,54
1320, Jurassic Park III , Joe Johnston ,N/A,N/A,N/A,N/A,N/A,92 min,-2001,5.9,42
1321, Teenage Mutant Ninja Turtles: Out of the Shadows , Dave Green ,N/A,N/A,N/A,N/A,N/A,112 min,-2016,5.9,40
1322, The Last Witch Hunter , Breck Eisner ,N/A,N/A,N/A,N/A,N/A,106 min,-2015,5.9,34
1323, Abraham Lincoln: Vampire Hunter , Timur Bekmambetov ,N/A,N/A,N/A,N/A,N/A,105 min,-2012,5.9,42
1324, London Has Fallen , Babak Najafi ,N/A,N/A,N/A,N/A,N/A,99 min,-2016,5.9,28
1325, Into the Blue , John Stockwell ,N/A,N/A,N/A,N/A,N/A,110 min,-2005,5.9,45
1326, Pathaan , Siddharth Anand ,N/A,N/A,N/A,N/A,N/A,146 min,-2023,5.9,47
1327, The 6th Day , Roger Spottiswoode ,N/A,N/A,N/A,N/A,N/A,123 min,-2000,5.9,49
1328, Six Days Seven Nights , Ivan Reitman ,N/A,N/A,N/A,N/A,N/A,102 min,-1998,5.9,51
1329, Punisher: War Zone , Lexi Alexander ,N/A,N/A,N/A,N/A,N/A,103 min,-2008,5.9,30
1330, Braven , Lin Oeding ,N/A,N/A,N/A,N/A,N/A,94 min,-2018,5.9,61
1331, The Brothers Grimm , Terry Gilliam ,N/A,N/A,N/A,N/A,N/A,118 min,-2005,5.9,51
1332, The Wandering Earth , Frant Gwo ,N/A,N/A,N/A,N/A,N/A,125 min,-2019,5.9,57
1333, Timecop , Peter Hyams ,N/A,N/A,N/A,N/A,N/A,99 min,-1994,5.9,48
1334, Doomsday , Neil Marshall ,N/A,N/A,N/A,N/A,N/A,105 min,-2008,5.9,51
1335, The One , James Wong ,N/A,N/A,N/A,N/A,N/A,87 min,-2001,5.9,25
1336, Daylight , Rob Cohen ,N/A,N/A,N/A,N/A,N/A,114 min,-1996,5.9,47
1337, Iron Sky , Timo Vuorensola ,N/A,N/A,N/A,N/A,N/A,93 min,-2012,5.9,N/A
1338, Keeping Up with the Joneses , Greg Mottola ,N/A,N/A,N/A,N/A,N/A,105 min,-2016,5.9,34
1339, The Black Hole , Gary Nelson ,N/A,N/A,N/A,N/A,N/A,98 min,-1979,5.9,52
1340, Passenger 57 , Kevin Hooks ,N/A,N/A,N/A,N/A,N/A,84 min,-1992,5.9,50
1341, The Golden Child , Michael Ritchie ,N/A,N/A,N/A,N/A,N/A,94 min,-1986,5.9,37
1342, Domino , Tony Scott ,N/A,N/A,N/A,N/A,N/A,127 min,-2005,5.9,36
1343, The Rookie , Clint Eastwood ,N/A,N/A,N/A,N/A,N/A,120 min,-1990,5.9,41
1344, Star Wars: The Clone Wars , Dave Filoni ,N/A,N/A,N/A,N/A,N/A,98 min,-2008,5.9,35
1345, The Legend of Zorro , Martin Campbell ,N/A,N/A,N/A,N/A,N/A,129 min,-2005,5.9,47
1346, Firefox , Clint Eastwood ,N/A,N/A,N/A,N/A,N/A,136 min,-1982,5.9,44
1347, The Fan , Tony Scott ,N/A,N/A,N/A,N/A,N/A,116 min,-1996,5.9,32
1348, Fatman , Eshom Nelms, Ian Nelms ,N/A,N/A,N/A,N/A,100 min,-2020,5.9,40
1349, Gone , Heitor Dhalia ,N/A,N/A,N/A,N/A,N/A,94 min,(I) (2012),5.9,36
1350, Sanctum , Alister Grierson ,N/A,N/A,N/A,N/A,N/A,108 min,-2011,5.9,42
1351, Undercover Brother , Malcolm D. Lee ,N/A,N/A,N/A,N/A,N/A,86 min,-2002,5.9,69
1352, Kidnap , Luis Prieto ,N/A,N/A,N/A,N/A,N/A,95 min,(I) (2017),5.9,44
1353, Red Tails , Anthony Hemingway ,N/A,N/A,N/A,N/A,N/A,125 min,-2012,5.9,46
1354, 3000 Miles to Graceland , Demian Lichtenstein ,N/A,N/A,N/A,N/A,N/A,125 min,-2001,5.9,21
1355, Another 48 Hrs, Walter Hill ,N/A,N/A,N/A,N/A,N/A,95 min,-1990,5.9,23
1356, Fortress , Stuart Gordon ,N/A,N/A,N/A,N/A,N/A,95 min,-1992,5.9,48
1357, Men at Work , Emilio Estevez ,N/A,N/A,N/A,N/A,N/A,98 min,-1990,5.9,34
1358, Hard Rain , Mikael Salomon ,N/A,N/A,N/A,N/A,N/A,97 min,-1998,5.9,36
1359, Ride Along 2 , Tim Story ,N/A,N/A,N/A,N/A,N/A,102 min,-2016,5.9,32
1360, The Double , Michael Brandt ,N/A,N/A,N/A,N/A,N/A,98 min,(I) (2011),5.9,37
1361, Tiger Lives , Mehmet Tutkun, Ali Abbas Zafar, Musa Muhammed Olayinka ,N/A,N/A,N/A,161 min,-2017,5.9,N/A
1362, Ghosted , Dexter Fletcher ,N/A,N/A,N/A,N/A,N/A,116 min,(I) (2023),5.8,34
1363, End of Days , Peter Hyams ,N/A,N/A,N/A,N/A,N/A,122 min,-1999,5.8,33
1364, Mulan , Niki Caro ,N/A,N/A,N/A,N/A,N/A,115 min,-2020,5.8,66
1365, Oldboy , Spike Lee ,N/A,N/A,N/A,N/A,N/A,104 min,-2013,5.8,49
1366, The Man from Toronto , Patrick Hughes ,N/A,N/A,N/A,N/A,N/A,110 min,-2022,5.8,34
1367, Teenage Mutant Ninja Turtles , Jonathan Liebesman ,N/A,N/A,N/A,N/A,N/A,101 min,-2014,5.8,31
1368, Army of the Dead , Zack Snyder ,N/A,N/A,N/A,N/A,N/A,148 min,-2021,5.8,57
1369, Battleship , Peter Berg ,N/A,N/A,N/A,N/A,N/A,131 min,-2012,5.8,41
1370, Clash of the Titans , Louis Leterrier ,N/A,N/A,N/A,N/A,N/A,106 min,-2010,5.8,39
1371, xXx , Rob Cohen ,N/A,N/A,N/A,N/A,N/A,124 min,-2002,5.8,48
1372, The League of Extraordinary Gentlemen , Stephen Norrington ,N/A,N/A,N/A,N/A,N/A,110 min,-2003,5.8,30
1373, Species , Roger Donaldson ,N/A,N/A,N/A,N/A,N/A,108 min,-1995,5.8,49
1374,2012, Roland Emmerich ,N/A,N/A,N/A,N/A,N/A,158 min,(I) (2009),5.8,49
1375, Noah , Darren Aronofsky ,N/A,N/A,N/A,N/A,N/A,138 min,-2014,5.8,68
1376, Mortal Kombat , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,101 min,-1995,5.8,60
1377, Cobra , George P. Cosmatos ,N/A,N/A,N/A,N/A,N/A,87 min,-1986,5.8,25
1378, Hollow Man , Paul Verhoeven ,N/A,N/A,N/A,N/A,N/A,112 min,-2000,5.8,24
1379, Over the Top , Menahem Golan ,N/A,N/A,N/A,N/A,N/A,93 min,-1987,5.8,40
1380, Without Remorse , Stefano Sollima ,N/A,N/A,N/A,N/A,N/A,109 min,(II) (2021),5.8,41
1381, Blade: Trinity , David S. Goyer ,N/A,N/A,N/A,N/A,N/A,113 min,-2004,5.8,38
1382, RoboCop 2 , Irvin Kershner ,N/A,N/A,N/A,N/A,N/A,117 min,-1990,5.8,42
1383, Troll , Roar Uthaug ,N/A,N/A,N/A,N/A,N/A,101 min,-2022,5.8,62
1384, Journey to the Center of the Earth , Eric Brevig ,N/A,N/A,N/A,N/A,N/A,93 min,-2008,5.8,57
1385, The Mortal Instruments: City of Bones , Harald Zwart ,N/A,N/A,N/A,N/A,N/A,130 min,-2013,5.8,33
1386, Pride and Prejudice and Zombies , Burr Steers ,N/A,N/A,N/A,N/A,N/A,108 min,-2016,5.8,45
1387, Haywire , Steven Soderbergh ,N/A,N/A,N/A,N/A,N/A,93 min,-2011,5.8,67
1388, Lake Placid , Steve Miner ,N/A,N/A,N/A,N/A,N/A,82 min,-1999,5.8,34
1389, Wild Hogs , Walt Becker ,N/A,N/A,N/A,N/A,N/A,100 min,-2007,5.8,27
1390, Extinction , Ben Young ,N/A,N/A,N/A,N/A,N/A,95 min,-2018,5.8,40
1391, Skyscraper , Rawson Marshall Thurber ,N/A,N/A,N/A,N/A,N/A,102 min,-2018,5.8,51
1392,1941, Steven Spielberg ,N/A,N/A,N/A,N/A,N/A,118 min,-1979,5.8,34
1393, Rambo III , Peter MacDonald ,N/A,N/A,N/A,N/A,N/A,102 min,-1988,5.8,36
1394, The Host , Andrew Niccol ,N/A,N/A,N/A,N/A,N/A,125 min,-2013,5.8,35
1395, Around the World in 80 Days , Frank Coraci ,N/A,N/A,N/A,N/A,N/A,120 min,-2004,5.8,49
1396, Morgan , Luke Scott ,N/A,N/A,N/A,N/A,N/A,92 min,-2016,5.8,48
1397, Resident Evil: Afterlife , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,96 min,-2010,5.8,37
1398, Straw Dogs , Rod Lurie ,N/A,N/A,N/A,N/A,N/A,110 min,-2011,5.8,45
1399, The Gunman , Pierre Morel ,N/A,N/A,N/A,N/A,N/A,115 min,-2015,5.8,39
1400, Into the Storm , Steven Quale ,N/A,N/A,N/A,N/A,N/A,89 min,-2014,5.8,44
1401, The Green Hornet , Michel Gondry ,N/A,N/A,N/A,N/A,N/A,119 min,-2011,5.8,39
1402, Cradle 2 the Grave , Andrzej Bartkowiak ,N/A,N/A,N/A,N/A,N/A,101 min,-2003,5.8,36
1403, Hard to Kill , Bruce Malmuth ,N/A,N/A,N/A,N/A,N/A,96 min,-1990,5.8,41
1404, Reindeer Games , John Frankenheimer ,N/A,N/A,N/A,N/A,N/A,104 min,-2000,5.8,37
1405, Air America , Roger Spottiswoode ,N/A,N/A,N/A,N/A,N/A,113 min,-1990,5.8,33
1406, Striking Distance , Rowdy Herrington ,N/A,N/A,N/A,N/A,N/A,102 min,-1993,5.8,36
1407, Sudden Death , Peter Hyams ,N/A,N/A,N/A,N/A,N/A,111 min,-1995,5.8,N/A
1408, Cirque du Freak: The Vampire's Assistant , Paul Weitz ,N/A,N/A,N/A,N/A,N/A,109 min,-2009,5.8,43
1409, Bulletproof , Ernest R. Dickerson ,N/A,N/A,N/A,N/A,N/A,84 min,-1996,5.8,30
1410, Firewall , Richard Loncraine ,N/A,N/A,N/A,N/A,N/A,105 min,-2006,5.8,45
1411, Taxi 3 , Gérard Krawczyk ,N/A,N/A,N/A,N/A,N/A,84 min,-2003,5.8,N/A
1412, Samrat Prithviraj , Chandra Prakash Dwivedi ,N/A,N/A,N/A,N/A,N/A,135 min,-2022,5.8,N/A
1413, Murder Mystery 2 , Jeremy Garelick ,N/A,N/A,N/A,N/A,N/A,90 min,-2023,5.7,44
1414, The Matrix Resurrections , Lana Wachowski ,N/A,N/A,N/A,N/A,N/A,148 min,(I) (2021),5.7,63
1415, Strange World , Don Hall, Qui Nguyen ,N/A,N/A,N/A,N/A,102 min,-2022,5.7,65
1416, Memory , Martin Campbell ,N/A,N/A,N/A,N/A,N/A,114 min,(I) (2022),5.7,41
1417, G, Stephen Sommers ,N/A,N/A,N/A,N/A,N/A,118 min,-2009,5.7,32
1418, X-Men: Dark Phoenix , Simon Kinberg ,N/A,N/A,N/A,N/A,N/A,113 min,-2019,5.7,43
1419, The Three Musketeers , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,110 min,-2011,5.7,35
1420, Mechanic: Resurrection , Dennis Gansel ,N/A,N/A,N/A,N/A,N/A,98 min,-2016,5.7,38
1421, Escape Room: Tournament of Champions , Adam Robitel ,N/A,N/A,N/A,N/A,N/A,88 min,-2021,5.7,48
1422, Fantastic Four , Tim Story ,N/A,N/A,N/A,N/A,N/A,106 min,(I) (2005),5.7,40
1423, Samaritan , Julius Avery ,N/A,N/A,N/A,N/A,N/A,102 min,-2022,5.7,45
1424, Planet of the Apes , Tim Burton ,N/A,N/A,N/A,N/A,N/A,119 min,-2001,5.7,50
1425, Buffy the Vampire Slayer , Fran Rubel Kuzui ,N/A,N/A,N/A,N/A,N/A,86 min,-1992,5.7,48
1426, Chaos Walking , Doug Liman ,N/A,N/A,N/A,N/A,N/A,109 min,-2021,5.7,38
1427, Bloodshot , Dave Wilson ,N/A,N/A,N/A,N/A,N/A,109 min,-2020,5.7,44
1428, G, Jon M. Chu ,N/A,N/A,N/A,N/A,N/A,110 min,-2013,5.7,41
1429, Lara Croft: Tomb Raider , Simon West ,N/A,N/A,N/A,N/A,N/A,100 min,-2001,5.7,33
1430, Underworld: Blood Wars , Anna Foerster ,N/A,N/A,N/A,N/A,N/A,91 min,-2016,5.7,23
1431, Journey 2: The Mysterious Island , Brad Peyton ,N/A,N/A,N/A,N/A,N/A,94 min,-2012,5.7,41
1432, Freddy vs, Ronny Yu ,N/A,N/A,N/A,N/A,N/A,97 min,-2003,5.7,37
1433, Only God Forgives , Nicolas Winding Refn ,N/A,N/A,N/A,N/A,N/A,90 min,-2013,5.7,37
1434, Cooties , Jonathan Milott, Cary Murnion ,N/A,N/A,N/A,N/A,88 min,-2014,5.7,49
1435, Hitman: Agent 47 , Aleksander Bach ,N/A,N/A,N/A,N/A,N/A,96 min,-2015,5.7,28
1436, The Darkest Minds , Jennifer Yuh Nelson ,N/A,N/A,N/A,N/A,N/A,104 min,-2018,5.7,39
1437, Wrath of the Titans , Jonathan Liebesman ,N/A,N/A,N/A,N/A,N/A,99 min,-2012,5.7,37
1438, Poseidon , Wolfgang Petersen ,N/A,N/A,N/A,N/A,N/A,98 min,-2006,5.7,50
1439, Battle Los Angeles , Jonathan Liebesman ,N/A,N/A,N/A,N/A,N/A,116 min,-2011,5.7,37
1440, Pan , Joe Wright ,N/A,N/A,N/A,N/A,N/A,111 min,-2015,5.7,36
1441, Gamer , Mark Neveldine, Brian Taylor ,N/A,N/A,N/A,N/A,95 min,-2009,5.7,27
1442, Allegiant , Robert Schwentke ,N/A,N/A,N/A,N/A,N/A,120 min,-2016,5.7,33
1443, Fool's Gold , Andy Tennant ,N/A,N/A,N/A,N/A,N/A,112 min,(I) (2008),5.7,29
1444, Escape from L, John Carpenter ,N/A,N/A,N/A,N/A,N/A,101 min,-1996,5.7,54
1445, Cutthroat Island , Renny Harlin ,N/A,N/A,N/A,N/A,N/A,124 min,-1995,5.7,37
1446, The Marksman , Robert Lorenz ,N/A,N/A,N/A,N/A,N/A,108 min,-2021,5.7,44
1447, Priest , Scott Stewart ,N/A,N/A,N/A,N/A,N/A,87 min,-2011,5.7,41
1448, The Do-Over , Steven Brill ,N/A,N/A,N/A,N/A,N/A,108 min,-2016,5.7,22
1449, Gemini Man , Ang Lee ,N/A,N/A,N/A,N/A,N/A,117 min,-2019,5.7,38
1450, Sabotage , David Ayer ,N/A,N/A,N/A,N/A,N/A,109 min,-2014,5.7,41
1451, Race to Witch Mountain , Andy Fickman ,N/A,N/A,N/A,N/A,N/A,98 min,-2009,5.7,52
1452, Hudson Hawk , Michael Lehmann ,N/A,N/A,N/A,N/A,N/A,100 min,-1991,5.7,17
1453, Ben-Hur , Timur Bekmambetov ,N/A,N/A,N/A,N/A,N/A,123 min,-2016,5.7,38
1454, Red Planet , Antony Hoffman ,N/A,N/A,N/A,N/A,N/A,106 min,-2000,5.7,34
1455, Bullet to the Head , Walter Hill ,N/A,N/A,N/A,N/A,N/A,92 min,-2012,5.7,48
1456, Drillbit Taylor , Steven Brill ,N/A,N/A,N/A,N/A,N/A,110 min,-2008,5.7,41
1457, Money Train , Joseph Ruben ,N/A,N/A,N/A,N/A,N/A,110 min,-1995,5.7,N/A
1458, Beckett , Ferdinando Cito Filomarino ,N/A,N/A,N/A,N/A,N/A,110 min,-2021,5.7,52
1459, Crocodile Dundee II , John Cornell ,N/A,N/A,N/A,N/A,N/A,108 min,-1988,5.7,41
1460, Bandidas , Joachim Rønning, Espen Sandberg ,N/A,N/A,N/A,N/A,93 min,-2006,5.7,N/A
1461, Mighty Joe Young , Ron Underwood ,N/A,N/A,N/A,N/A,N/A,114 min,-1998,5.7,51
1462, Close , Vicky Jewson ,N/A,N/A,N/A,N/A,N/A,94 min,(I) (2019),5.7,51
1463, Nowhere to Run , Robert Harmon ,N/A,N/A,N/A,N/A,N/A,94 min,-1993,5.7,41
1464, Armored , Nimród Antal ,N/A,N/A,N/A,N/A,N/A,88 min,-2009,5.7,50
1465, The Art of War , Christian Duguay ,N/A,N/A,N/A,N/A,N/A,117 min,-2000,5.7,30
1466, The Mother , Niki Caro ,N/A,N/A,N/A,N/A,N/A,115 min,-2023,5.6,45
1467, Transformers: Age of Extinction , Michael Bay ,N/A,N/A,N/A,N/A,N/A,165 min,-2014,5.6,32
1468, Jurassic World: Dominion , Colin Trevorrow ,N/A,N/A,N/A,N/A,N/A,147 min,-2022,5.6,38
1469, The Meg , Jon Turteltaub ,N/A,N/A,N/A,N/A,N/A,113 min,-2018,5.6,46
1470, Pixels , Chris Columbus ,N/A,N/A,N/A,N/A,N/A,105 min,-2015,5.6,27
1471, Beast , Baltasar Kormákur ,N/A,N/A,N/A,N/A,N/A,93 min,(I) (2022),5.6,54
1472, Charlie's Angels , McG ,N/A,N/A,N/A,N/A,N/A,98 min,-2000,5.6,52
1473, Hulk , Ang Lee ,N/A,N/A,N/A,N/A,N/A,138 min,-2003,5.6,54
1474, Last Seen Alive , Brian Goodman ,N/A,N/A,N/A,N/A,N/A,95 min,-2022,5.6,N/A
1475, The Dark Tower , Nikolaj Arcel ,N/A,N/A,N/A,N/A,N/A,95 min,-2017,5.6,34
1476, You Don't Mess with the Zohan , Dennis Dugan ,N/A,N/A,N/A,N/A,N/A,113 min,-2008,5.6,54
1477, Spy Kids , Robert Rodriguez ,N/A,N/A,N/A,N/A,N/A,88 min,-2001,5.6,71
1478, Men in Black: International , F. Gary Gray ,N/A,N/A,N/A,N/A,N/A,114 min,-2019,5.6,38
1479, Judge Dredd , Danny Cannon ,N/A,N/A,N/A,N/A,N/A,96 min,-1995,5.6,N/A
1480, Assassin's Creed , Justin Kurzel ,N/A,N/A,N/A,N/A,N/A,115 min,-2016,5.6,36
1481, Alexander , Oliver Stone ,N/A,N/A,N/A,N/A,N/A,175 min,-2004,5.6,40
1482, The Pacifier , Adam Shankman ,N/A,N/A,N/A,N/A,N/A,95 min,-2005,5.6,30
1483, R, Robert Schwentke ,N/A,N/A,N/A,N/A,N/A,96 min,-2013,5.6,25
1484, The 355 , Simon Kinberg ,N/A,N/A,N/A,N/A,N/A,122 min,-2022,5.6,40
1485, Fantastic Four: Rise of the Silver Surfer , Tim Story ,N/A,N/A,N/A,N/A,N/A,92 min,-2007,5.6,45
1486, Pacific Rim: Uprising , Steven S. DeKnight ,N/A,N/A,N/A,N/A,N/A,111 min,-2018,5.6,44
1487, Alien vs, Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,101 min,-2004,5.6,29
1488, Wild Card , Simon West ,N/A,N/A,N/A,N/A,N/A,92 min,-2015,5.6,40
1489, Machete Kills , Robert Rodriguez ,N/A,N/A,N/A,N/A,N/A,107 min,-2013,5.6,41
1490, Raw Deal , John Irvin ,N/A,N/A,N/A,N/A,N/A,106 min,-1986,5.6,44
1491, Johnny Mnemonic , Robert Longo ,N/A,N/A,N/A,N/A,N/A,96 min,-1995,5.6,36
1492, Jay and Silent Bob Reboot , Kevin Smith ,N/A,N/A,N/A,N/A,N/A,105 min,-2019,5.6,46
1493, Timeline , Richard Donner ,N/A,N/A,N/A,N/A,N/A,116 min,-2003,5.6,28
1494, Jolt , Tanya Wexler ,N/A,N/A,N/A,N/A,N/A,91 min,-2021,5.6,48
1495, The Ice Road , Jonathan Hensleigh ,N/A,N/A,N/A,N/A,N/A,109 min,-2021,5.6,42
1496, Hold the Dark , Jeremy Saulnier ,N/A,N/A,N/A,N/A,N/A,125 min,-2018,5.6,63
1497, MacGruber , Jorma Taccone ,N/A,N/A,N/A,N/A,N/A,90 min,-2010,5.6,43
1498, The Specialist , Luis Llosa ,N/A,N/A,N/A,N/A,N/A,110 min,-1994,5.6,N/A
1499, Double Impact , Sheldon Lettich ,N/A,N/A,N/A,N/A,N/A,110 min,-1991,5.6,40
1500, Brahmastra Part One: Shiva , Ayan Mukerji ,N/A,N/A,N/A,N/A,N/A,167 min,-2022,5.6,57
1501, Chain Reaction , Andrew Davis ,N/A,N/A,N/A,N/A,N/A,107 min,-1996,5.6,43
1502, National Security , Dennis Dugan ,N/A,N/A,N/A,N/A,N/A,88 min,-2003,5.6,31
1503, Sleepless , Baran bo Odar ,N/A,N/A,N/A,N/A,N/A,95 min,(III) (2017),5.6,34
1504, Exit Wounds , Andrzej Bartkowiak ,N/A,N/A,N/A,N/A,N/A,101 min,-2001,5.6,39
1505, Survivor , James McTeigue ,N/A,N/A,N/A,N/A,N/A,96 min,(I) (2015),5.6,28
1506, The Skulls , Rob Cohen ,N/A,N/A,N/A,N/A,N/A,106 min,-2000,5.6,24
1507, The Pink Panther 2 , Harald Zwart ,N/A,N/A,N/A,N/A,N/A,92 min,-2009,5.6,36
1508, Brick Mansions , Camille Delamarre ,N/A,N/A,N/A,N/A,N/A,90 min,-2014,5.6,40
1509, The Contract , Bruce Beresford ,N/A,N/A,N/A,N/A,N/A,96 min,-2006,5.6,N/A
1510, Fire with Fire , David Barrett ,N/A,N/A,N/A,N/A,N/A,97 min,(II) (2012),5.6,N/A
1511, Bad Company , Joel Schumacher ,N/A,N/A,N/A,N/A,N/A,116 min,-2002,5.6,37
1512, The Quest , Jean-Claude Van Damme ,N/A,N/A,N/A,N/A,N/A,95 min,-1996,5.6,N/A
